ID_Cliente,Recency,Frequency,Monetary,Avg_Ticket,CLV_60D,Log_CLV_60D,Avg_Purchase_Interval
1048,57,3,538338,179446.0,448676.0,13.014058531457053,11.5
1049,117,1,139371,139371.0,177578.0,12.08717085930568,999.0
1050,21,3,1097606,365868.6666666667,0.0,0.0,36.5
1051,50,2,181935,90967.5,727134.0,13.49686743391203,56.0
1052,36,2,472607,236303.5,499991.0,13.122347377276327,76.0
1054,15,3,786373,262124.33333333334,41804.0,10.640771228584159,45.0
1055,0,3,522999,174333.0,0.0,0.0,32.5
1056,6,4,429466,107366.5,0.0,0.0,29.0
1057,30,3,901093,300364.3333333333,855804.0,13.659797825434348,27.0
1059,13,3,1005743,335247.6666666667,124103.0,11.728875202744167,25.0
1060,19,2,534374,267187.0,983184.0,13.798552580811643,39.0
1062,2,5,895027,179005.4,0.0,0.0,15.75
1063,71,1,621056,621056.0,0.0,0.0,999.0
1064,27,2,683962,341981.0,437061.0,12.987830340444424,62.0
1065,67,1,1189115,1189115.0,474048.0,13.069065970861757,999.0
1066,1,5,1076550,215310.0,0.0,0.0,29.0
1067,65,2,783830,391915.0,0.0,0.0,51.0
1068,41,2,167252,83626.0,216847.0,12.286951926255798,49.0
1069,18,5,1900094,380018.8,272183.0,12.514233587163275,17.5
1070,53,3,265266,88422.0,545548.0,13.209547906069009,26.0
1071,17,3,221452,73817.33333333333,626411.0,13.347763580563358,45.5
1072,82,1,524187,524187.0,421647.0,12.951926121721053,999.0
1073,83,2,422620,211310.0,0.0,0.0,23.0
1075,63,3,719323,239774.33333333334,123668.0,11.725363920667993,23.0
1076,44,1,13721,13721.0,958589.0,13.773218733773431,999.0
1077,38,1,6958,6958.0,888457.0,13.697242654778627,999.0
1078,36,2,150791,75395.5,475696.0,13.072536375904797,30.0
1079,9,4,810894,202723.5,0.0,0.0,27.333333333333332
1080,75,1,130581,130581.0,1028065.0,13.843189925270996,999.0
1081,8,2,755295,377647.5,280824.0,12.54548697850977,98.0
1082,34,2,87026,43513.0,0.0,0.0,9.0
1083,8,6,1568747,261457.83333333334,240486.0,12.390421313012926,20.4
1084,60,4,144353,36088.25,26985.0,10.203073491990732,15.0
1085,20,3,712315,237438.33333333334,80172.0,11.291942078818346,38.5
1086,5,2,228822,114411.0,117583.0,11.674908250768652,60.0
1087,115,2,536761,268380.5,135221.0,11.814673151246721,3.0
1088,81,1,430611,430611.0,735984.0,13.508965017068547,999.0
1089,29,2,574923,287461.5,0.0,0.0,40.0
1090,57,2,333094,166547.0,86956.0,11.373169022579944,10.0
1091,49,2,249318,124659.0,788665.0,13.578098189543464,53.0
1093,3,3,505948,168649.33333333334,0.0,0.0,45.5
1094,111,1,157948,157948.0,337626.0,12.729697014809323,999.0
1095,8,2,472092,236046.0,615824.0,13.3307181112451,91.0
1096,9,3,432799,144266.33333333334,755518.0,13.53516020928671,53.5
1098,33,1,240503,240503.0,426004.0,12.96220636227183,999.0
1099,28,3,648466,216155.33333333334,213778.0,12.272698050110943,31.5
1100,7,5,1258834,251766.8,425672.0,12.96142672485765,27.75
1102,16,1,440945,440945.0,0.0,0.0,999.0
1103,53,1,132367,132367.0,0.0,0.0,999.0
1104,14,3,121419,40473.0,138721.0,11.840227209442157,36.5
1105,94,2,763748,381874.0,0.0,0.0,24.0
1106,1,4,1202706,300676.5,0.0,0.0,39.333333333333336
1107,64,1,588856,588856.0,0.0,0.0,999.0
1108,58,1,137467,137467.0,571109.0,13.255337114567944,999.0
1109,25,2,1055284,527642.0,0.0,0.0,8.0
1110,29,1,290196,290196.0,543533.0,13.205847541084463,999.0
1111,7,3,243541,81180.33333333333,376998.0,12.839997813906736,50.0
1112,62,3,1046167,348722.3333333333,608676.0,13.319043028323739,26.0
1113,49,2,351598,175799.0,0.0,0.0,36.0
1114,93,1,510087,510087.0,358926.0,12.790874304175118,999.0
1115,87,1,248067,248067.0,348299.0,12.760819456354092,999.0
1116,66,1,1137795,1137795.0,153164.0,11.939271050657748,999.0
1117,42,3,1476745,492248.3333333333,714496.0,13.479334077602866,37.5
1118,46,5,2787696,557539.2,0.0,0.0,10.5
1119,5,2,140812,70406.0,536527.0,13.192874029812188,66.0
1120,83,1,528045,528045.0,11960.0,9.389406636049465,999.0
1122,14,1,25695,25695.0,0.0,0.0,999.0
1124,5,2,1685768,842884.0,0.0,0.0,92.0
1125,106,1,751952,751952.0,688902.0,13.442855756340277,999.0
1126,7,3,235778,78592.66666666667,0.0,0.0,55.0
1127,47,2,738723,369361.5,0.0,0.0,42.0
1128,3,4,486050,121512.5,0.0,0.0,34.333333333333336
1129,4,3,1544837,514945.6666666667,0.0,0.0,39.5
1130,3,2,140188,70094.0,19744.0,9.89065557372075,93.0
1131,35,1,11992,11992.0,310618.0,12.646322359751103,999.0
1132,23,4,2559009,639752.25,185951.0,12.133243854874832,23.666666666666668
1133,19,1,180612,180612.0,77396.0,11.25670329913672,999.0
1134,28,1,593248,593248.0,0.0,0.0,999.0
1135,6,3,338942,112980.66666666667,1756920.0,14.379073403153246,25.0
1136,28,4,844686,211171.5,163616.0,12.005283609732748,13.0
1137,93,4,1475691,368922.75,2108708.0,14.561586469855435,7.333333333333333
1138,43,5,873100,174620.0,0.0,0.0,17.75
1139,50,8,3037185,379648.125,0.0,0.0,9.285714285714286
1140,77,2,1265853,632926.5,0.0,0.0,2.0
1141,5,2,641137,320568.5,0.0,0.0,89.0
1142,37,3,1394934,464978.0,0.0,0.0,14.0
1143,57,2,143152,71576.0,55731.0,10.928309767233483,27.0
1144,91,1,28470,28470.0,0.0,0.0,999.0
1145,34,2,944368,472184.0,1043479.0,13.858071839048348,78.0
1146,17,2,626364,313182.0,623460.0,13.343041492025598,30.0
1147,24,3,1027984,342661.3333333333,0.0,0.0,20.5
1148,9,3,872452,290817.3333333333,12304.0,9.417760962825156,2.0
1149,12,4,1116691,279172.75,0.0,0.0,35.666666666666664
1150,0,3,1341627,447209.0,0.0,0.0,49.5
1151,32,2,419505,209752.5,557317.0,13.230891271618491,78.0
1152,67,2,310048,155024.0,322053.0,12.682474512329513,21.0
1153,48,5,1755402,351080.4,338396.0,12.731975041426681,17.0
1154,87,2,67542,33771.0,87276.0,11.376842247780562,18.0
1155,13,3,866977,288992.3333333333,368375.0,12.816859434661353,51.0
1157,18,4,2775502,693875.5,114855.0,11.65143444880753,18.333333333333332
1158,23,4,2028077,507019.25,57858.0,10.965764295283641,14.0
1159,10,5,1046018,209203.6,0.0,0.0,24.25
1160,4,1,44958,44958.0,0.0,0.0,999.0
1161,67,2,157050,78525.0,0.0,0.0,37.0
1162,44,4,1346271,336567.75,87033.0,11.374054125890195,23.0
1163,16,1,139572,139572.0,404409.0,12.910184493814809,999.0
1164,12,4,1129965,282491.25,444687.0,13.005128191650778,27.333333333333332
1165,8,1,286384,286384.0,116246.0,11.663472516664998,999.0
1166,11,4,842622,210655.5,484361.0,13.090587840019907,35.0
1167,42,3,391074,130358.0,0.0,0.0,35.5
1168,39,1,424068,424068.0,894001.0,13.703463291289614,999.0
1169,76,2,783517,391758.5,1200080.0,13.997899612480206,15.0
1170,95,1,13363,13363.0,386517.0,12.86493371772337,999.0
1171,7,3,781684,260561.33333333334,8032.0,8.991313336173812,23.5
1173,7,2,285682,142841.0,0.0,0.0,92.0
1175,7,3,1635515,545171.6666666666,259035.0,12.464722327161603,10.0
1176,36,3,704675,234891.66666666666,1200607.0,13.998338653112679,39.5
1177,13,1,145692,145692.0,0.0,0.0,999.0
1178,21,3,535558,178519.33333333334,134682.0,11.810679148049202,28.5
1179,9,4,1206886,301721.5,0.0,0.0,21.666666666666668
1180,20,3,231721,77240.33333333333,0.0,0.0,26.0
1181,38,2,124405,62202.5,0.0,0.0,12.0
1182,19,2,183549,91774.5,0.0,0.0,100.0
1183,23,4,2141020,535255.0,15520.0,9.649949224651184,23.0
1184,17,1,22566,22566.0,28641.0,10.262629451038649,999.0
1185,39,1,54303,54303.0,0.0,0.0,999.0
1186,44,1,169648,169648.0,0.0,0.0,999.0
1187,43,2,388694,194347.0,0.0,0.0,42.0
1188,17,3,1402892,467630.6666666667,0.0,0.0,42.0
1189,22,1,165418,165418.0,0.0,0.0,999.0
1191,24,1,194804,194804.0,416258.0,12.939062941664668,999.0
1192,9,1,146258,146258.0,228676.0,12.34006580652327,999.0
1193,28,4,2601020,650255.0,1111823.0,13.921512467884817,28.666666666666668
1194,64,1,16992,16992.0,1760744.0,14.381247572904632,999.0
1195,0,4,829953,207488.25,0.0,0.0,15.666666666666666
1196,118,1,477785,477785.0,1162523.0,13.96610406139183,999.0
1197,20,2,698660,349330.0,0.0,0.0,50.0
1198,39,4,1206258,301564.5,37759.0,10.539005620259436,19.666666666666668
1199,74,2,686609,343304.5,0.0,0.0,37.0
1200,69,1,157835,157835.0,0.0,0.0,999.0
1201,5,3,371787,123929.0,692292.0,13.44776455539154,44.0
1202,17,1,139401,139401.0,556140.0,13.228777138204707,999.0
1204,6,1,548844,548844.0,14537.0,9.584521190044581,999.0
1205,39,3,1121126,373708.6666666667,0.0,0.0,14.5
1206,57,2,662061,331030.5,736215.0,13.509278832915562,40.0
1208,12,5,1087119,217423.8,603423.0,13.310375379526649,26.5
1209,58,1,368766,368766.0,722504.0,13.490479619360004,999.0
1210,6,4,1198280,299570.0,15668.0,9.659439517104408,30.333333333333332
1211,38,1,23315,23315.0,80302.0,11.293562259137364,999.0
1212,30,2,565830,282915.0,1332167.0,14.102318248255367,38.0
1213,81,3,1355438,451812.6666666667,1047635.0,13.862046755286425,17.5
1214,57,2,82064,41032.0,400372.0,12.900151891582093,54.0
1215,72,3,1121309,373769.6666666667,0.0,0.0,23.0
1216,47,2,1231090,615545.0,0.0,0.0,69.0
1217,32,4,949359,237339.75,2011477.0,14.514380333200561,24.666666666666668
1218,6,2,724120,362060.0,142861.0,11.869634408330974,36.0
1219,5,4,1332071,333017.75,24792.0,10.118316634246252,33.666666666666664
1220,12,2,383519,191759.5,0.0,0.0,11.0
1221,5,2,548497,274248.5,0.0,0.0,77.0
1222,7,2,766513,383256.5,392572.0,12.88047778617226,84.0
1223,62,1,208134,208134.0,1247139.0,14.036363487807103,999.0
1224,103,1,417572,417572.0,1035366.0,13.850266511201633,999.0
1225,22,1,50734,50734.0,54365.0,10.903494237450115,999.0
1226,106,2,587079,293539.5,103413.0,11.54649562840956,5.0
1227,82,2,1367200,683600.0,1120849.0,13.929597884002042,9.0
1228,4,3,456284,152094.66666666666,0.0,0.0,28.0
1230,33,2,574093,287046.5,0.0,0.0,1.0
1231,31,2,345615,172807.5,884663.0,13.692963190883626,41.0
1232,58,1,148524,148524.0,0.0,0.0,999.0
1233,37,2,869403,434701.5,15468.0,9.646593300236665,12.0
1234,52,2,677971,338985.5,324006.0,12.688520399479355,20.0
1235,10,2,129818,64909.0,176061.0,12.078591484714092,105.0
1236,58,1,232568,232568.0,0.0,0.0,999.0
1237,10,2,541436,270718.0,85562.0,11.35700822569525,89.0
1238,59,2,726036,363018.0,652048.0,13.38787499145915,53.0
1240,116,2,118256,59128.0,0.0,0.0,1.0
1241,18,4,389754,97438.5,67351.0,11.1176878770175,32.0
1242,67,1,242828,242828.0,716851.0,13.48262468265448,999.0
1243,53,2,602898,301449.0,691243.0,13.446248151853343,14.0
1244,72,1,435264,435264.0,1050504.0,13.864781558894133,999.0
1245,88,2,1637027,818513.5,566990.0,13.248098709568039,4.0
1246,27,1,301746,301746.0,116032.0,11.661629912389575,999.0
1247,11,3,2248351,749450.3333333334,145335.0,11.886803582118581,36.0
1248,33,2,619808,309904.0,18514.0,9.826336493347712,28.0
1249,8,2,631487,315743.5,0.0,0.0,94.0
1251,42,3,766871,255623.66666666666,220562.0,12.303938647346198,38.0
1252,2,2,448969,224484.5,0.0,0.0,47.0
1253,20,4,1281003,320250.75,0.0,0.0,26.0
1254,90,3,316573,105524.33333333333,682236.0,13.433132383790289,10.5
1255,30,3,1766869,588956.3333333334,1074900.0,13.887739122279822,36.0
1256,46,1,99180,99180.0,441555.0,12.998060131299699,999.0
1257,70,3,549645,183215.0,215289.0,12.279741235455374,15.5
1258,18,1,70237,70237.0,0.0,0.0,999.0
1259,14,2,992442,496221.0,1126253.0,13.9344076395077,76.0
1260,46,1,5798,5798.0,1110089.0,13.919951651082705,999.0
1261,7,1,110823,110823.0,0.0,0.0,999.0
1262,31,1,368308,368308.0,0.0,0.0,999.0
1263,17,2,835367,417683.5,73283.0,11.202097583011135,46.0
1264,25,1,26187,26187.0,0.0,0.0,999.0
1265,65,2,481772,240886.0,0.0,0.0,53.0
1266,55,2,668175,334087.5,0.0,0.0,61.0
1267,21,1,732845,732845.0,1103995.0,13.914446882624208,999.0
1268,76,2,280156,140078.0,0.0,0.0,14.0
1269,29,4,660366,165091.5,157588.0,11.96774565701568,20.333333333333332
1270,28,1,1134955,1134955.0,590955.0,13.289496843532088,999.0
1271,35,3,894036,298012.0,597084.0,13.299814760799338,33.5
1273,3,2,268501,134250.5,49220.0,10.804075640682992,39.0
1275,95,1,25562,25562.0,0.0,0.0,999.0
1276,11,2,1047363,523681.5,96568.0,11.47801305772458,32.0
1278,29,2,618535,309267.5,580278.0,13.271264301345363,10.0
1280,0,5,1213109,242621.8,0.0,0.0,21.25
1281,46,2,898744,449372.0,449592.0,13.016098008045397,13.0
1282,5,3,912900,304300.0,374884.0,12.834374591254043,55.0
1283,23,3,233055,77685.0,73064.0,11.199104734908753,32.0
1284,11,4,590892,147723.0,407539.0,12.917894366354927,20.333333333333332
1285,1,2,370872,185436.0,10060.0,9.21642184229205,112.0
1286,70,4,1597799,399449.75,0.0,0.0,5.666666666666667
1288,15,2,915271,457635.5,110298.0,11.610950139017358,7.0
1289,2,1,187495,187495.0,510192.0,13.142544364485966,999.0
1290,1,1,248724,248724.0,11668.0,9.364691031806107,999.0
1291,13,4,962827,240706.75,0.0,0.0,35.0
1292,41,2,442773,221386.5,32139.0,10.377856639291503,71.0
1294,19,1,499772,499772.0,25842.0,10.15979505022877,999.0
1295,13,3,1499851,499950.3333333333,0.0,0.0,24.5
1296,16,1,43549,43549.0,0.0,0.0,999.0
1297,50,2,795301,397650.5,662808.0,13.404242143199143,31.0
1298,42,2,452582,226291.0,183998.0,12.122685601793746,44.0
1299,9,2,329697,164848.5,0.0,0.0,11.0
1301,63,4,1325033,331258.25,0.0,0.0,11.0
1302,106,1,100518,100518.0,174638.0,12.070476265142384,999.0
1304,42,3,962692,320897.3333333333,659116.0,13.39865633945587,37.5
1305,1,3,713190,237730.0,32985.0,10.403838508008098,50.0
1307,34,2,202829,101414.5,787306.0,13.57637354027999,44.0
1308,59,2,221058,110529.0,0.0,0.0,27.0
1309,90,4,2998421,749605.25,1133763.0,13.941053628736565,7.0
1310,71,1,22419,22419.0,343254.0,12.746228890166513,999.0
1312,25,2,788876,394438.0,214008.0,12.273773349194423,62.0
1313,25,3,1959537,653179.0,28706.0,10.264896274447372,46.5
1314,110,2,1122959,561479.5,0.0,0.0,7.0
1315,71,1,149631,149631.0,911920.0,13.723308642497479,999.0
1316,16,4,529162,132290.5,105412.0,11.565641247142132,31.666666666666668
1317,93,1,337536,337536.0,40019.0,10.597134608137724,999.0
1320,35,6,1206427,201071.16666666666,0.0,0.0,6.6
1321,21,5,531832,106366.4,248355.0,12.422618479696048,17.0
1322,1,2,595527,297763.5,706416.0,13.467960993667477,41.0
1323,28,4,657320,164330.0,1253229.0,14.041234776490532,23.333333333333332
1324,79,2,486745,243372.5,0.0,0.0,13.0
1325,4,3,571897,190632.33333333334,61410.0,11.025344251183697,21.5
1326,2,4,1005856,251464.0,1197634.0,13.99585933677741,35.333333333333336
1327,37,4,621291,155322.75,118861.0,11.68571843529768,23.666666666666668
1329,34,4,606167,151541.75,266238.0,12.492149680598311,23.333333333333332
1330,46,3,795664,265221.3333333333,0.0,0.0,14.0
1332,3,2,366567,183283.5,0.0,0.0,53.0
1333,68,2,162341,81170.5,72000.0,11.184435286790631,28.0
1334,0,2,345621,172810.5,0.0,0.0,21.0
1335,58,3,1133880,377960.0,95806.0,11.47009103018308,17.0
1336,3,4,1267148,316787.0,0.0,0.0,32.0
1337,10,1,797675,797675.0,659432.0,13.39913565386344,999.0
1338,71,1,728856,728856.0,67448.0,11.119127035729113,999.0
1339,6,2,123000,61500.0,1170232.0,13.972713432246291,108.0
1340,57,3,243950,81316.66666666667,236815.0,12.37503874727697,9.0
1341,47,5,1861124,372224.8,728633.0,13.498926827304503,15.5
1342,17,2,741351,370675.5,230602.0,12.348452896272802,10.0
1343,3,2,923002,461501.0,1029103.0,13.844199078708087,91.0
1344,51,1,348248,348248.0,92262.0,11.432398473383499,999.0
1345,14,2,514569,257284.5,0.0,0.0,96.0
1346,98,2,719811,359905.5,0.0,0.0,17.0
1347,95,2,930326,465163.0,362815.0,12.801651097683976,6.0
1348,90,3,400961,133653.66666666666,30785.0,10.33481532017002,10.0
1349,70,1,817192,817192.0,0.0,0.0,999.0
1350,51,1,128184,128184.0,0.0,0.0,999.0
1351,6,5,2522008,504401.6,82217.0,11.317129535174256,20.75
1352,2,3,613307,204435.66666666666,532688.0,13.185693043170579,34.5
1354,33,2,1224351,612175.5,350586.0,12.767364171489175,60.0
1355,14,2,1065135,532567.5,1412153.0,14.16062675624396,25.0
1356,18,2,1013616,506808.0,0.0,0.0,69.0
1357,11,2,1217394,608697.0,1282956.0,14.064678127837373,89.0
1358,4,4,2037843,509460.75,524764.0,13.170705822314831,20.333333333333332
1359,15,1,719883,719883.0,0.0,0.0,999.0
1360,29,2,69594,34797.0,916172.0,13.727960490452409,34.0
1361,11,2,1264241,632120.5,0.0,0.0,19.0
1362,0,2,845919,422959.5,0.0,0.0,39.0
1363,19,2,229053,114526.5,119809.0,11.693662433633945,26.0
1364,2,2,147055,73527.5,0.0,0.0,103.0
1366,36,3,799269,266423.0,0.0,0.0,32.5
1367,57,2,866370,433185.0,141374.0,11.859171213418422,29.0
1368,10,4,1919539,479884.75,401927.0,12.904028247082424,33.666666666666664
1369,15,5,2058414,411682.8,75863.0,11.236697542563563,22.5
1370,99,1,424868,424868.0,1003747.0,13.819251551713103,999.0
1371,71,2,283777,141888.5,644116.0,13.375635665603854,10.0
1372,119,1,278556,278556.0,111104.0,11.618230979115499,999.0
1373,1,4,866952,216738.0,672575.0,13.418870395225268,33.333333333333336
1374,1,1,94045,94045.0,59945.0,11.001199435961073,999.0
1375,48,1,208475,208475.0,0.0,0.0,999.0
1376,18,4,1733822,433455.5,369696.0,12.820439030204215,33.333333333333336
1377,3,4,1388076,347019.0,96403.0,11.476302973513727,34.666666666666664
1378,3,3,552239,184079.66666666666,789671.0,13.579372948354607,18.0
1379,17,2,746968,373484.0,56446.0,10.941057423790042,52.0
1380,33,1,499824,499824.0,611484.0,13.323645703963859,999.0
1381,23,1,370206,370206.0,293233.0,12.588726204072403,999.0
1382,33,3,507566,169188.66666666666,0.0,0.0,39.0
1384,13,1,157657,157657.0,725048.0,13.493994517759864,999.0
1385,36,2,542345,271172.5,0.0,0.0,19.0
1386,58,1,390642,390642.0,986696.0,13.802118280402812,999.0
1387,62,3,1005921,335307.0,1758639.0,14.380051341034,14.0
1388,67,2,531285,265642.5,0.0,0.0,34.0
1390,86,1,285726,285726.0,0.0,0.0,999.0
1391,24,1,314712,314712.0,1789515.0,14.397455750193231,999.0
1392,64,1,1245905,1245905.0,0.0,0.0,999.0
1393,14,2,1308697,654348.5,0.0,0.0,16.0
1394,32,2,292193,146096.5,105551.0,11.566959001462653,65.0
1395,28,1,134885,134885.0,0.0,0.0,999.0
1396,31,4,709939,177484.75,932005.0,13.745094531415246,18.333333333333332
1397,28,4,1208526,302131.5,0.0,0.0,15.0
1398,44,1,867248,867248.0,0.0,0.0,999.0
1399,44,3,346648,115549.33333333333,0.0,0.0,25.0
1400,72,1,134562,134562.0,0.0,0.0,999.0
1401,73,2,263213,131606.5,1417463.0,14.164379917436143,38.0
1402,67,3,1567270,522423.3333333333,0.0,0.0,25.0
1403,44,1,34942,34942.0,1219515.0,14.013964616683245,999.0
1404,47,1,528405,528405.0,0.0,0.0,999.0
1405,25,3,837548,279182.6666666667,522074.0,13.165566534704977,18.0
1406,103,2,426719,213359.5,0.0,0.0,7.0
1407,62,2,234775,117387.5,471006.0,13.06262823488387,8.0
1408,89,1,262938,262938.0,770648.0,13.554988295968107,999.0
1409,50,1,97094,97094.0,303684.0,12.623746258967842,999.0
1410,105,1,481174,481174.0,259575.0,12.466804809615356,999.0
1411,47,1,98532,98532.0,0.0,0.0,999.0
1412,7,4,884675,221168.75,892396.0,13.701666379813663,17.666666666666668
1413,83,1,115312,115312.0,0.0,0.0,999.0
1414,52,8,2488243,311030.375,0.0,0.0,8.857142857142858
1415,26,4,1129243,282310.75,0.0,0.0,21.666666666666668
1416,8,6,1443871,240645.16666666666,250912.0,12.432861544483744,17.8
1418,4,1,446152,446152.0,4127.0,8.325548307161398,999.0
1419,6,7,2373823,339117.5714285714,661056.0,13.401595348096306,17.166666666666668
1420,19,1,249933,249933.0,407952.0,12.918907250672289,999.0
1421,93,1,417645,417645.0,684372.0,13.436258369608304,999.0
1422,16,3,808353,269451.0,141356.0,11.859043884357513,37.5
1423,38,1,64301,64301.0,220615.0,12.3041789126365,999.0
1424,22,2,1328198,664099.0,0.0,0.0,68.0
1425,35,2,1217049,608524.5,0.0,0.0,81.0
1426,4,3,386851,128950.33333333333,0.0,0.0,35.0
1427,16,5,2179398,435879.6,0.0,0.0,25.75
1428,63,3,617142,205714.0,0.0,0.0,15.0
1429,11,2,278064,139032.0,1030925.0,13.845967985447398,17.0
1430,34,2,140336,70168.0,639883.0,13.369042188908088,36.0
1431,98,2,552684,276342.0,338527.0,12.732362085786502,1.0
1432,13,5,1071061,214212.2,837368.0,13.638020112536353,19.0
1433,1,2,593240,296620.0,3245.0,8.085178748074537,62.0
1434,85,2,508853,254426.5,49121.0,10.802062278604502,5.0
1435,9,1,251114,251114.0,357492.0,12.78687106050492,999.0
1436,117,1,225646,225646.0,626176.0,13.347388357720499,999.0
1437,65,1,93328,93328.0,0.0,0.0,999.0
1438,83,1,113127,113127.0,1586096.0,14.27678683945805,999.0
1439,62,1,524456,524456.0,1134232.0,13.94146720953644,999.0
1440,12,2,511869,255934.5,592902.0,13.292786089557847,70.0
1441,27,2,148181,74090.5,21488.0,9.97529645528256,2.0
1442,1,3,369298,123099.33333333333,217737.0,12.291047784126155,36.5
1443,5,7,2038317,291188.14285714284,78425.0,11.269910784013607,13.166666666666666
1446,14,3,688938,229646.0,1652508.0,14.317805296986641,41.5
1448,21,4,1740104,435026.0,0.0,0.0,13.333333333333334
1449,47,3,762923,254307.66666666666,753949.0,13.533081331793941,26.5
1450,82,1,82626,82626.0,300792.0,12.614177599510446,999.0
1451,3,3,1256024,418674.6666666667,266132.0,12.491751462805487,8.5
1452,10,2,567794,283897.0,1873280.0,14.443201996868488,95.0
1453,1,5,850525,170105.0,0.0,0.0,27.5
1454,64,2,968846,484423.0,133366.0,11.80086000554925,32.0
1455,65,1,221814,221814.0,0.0,0.0,999.0
1456,85,2,754677,377338.5,454738.0,13.02747890697291,29.0
1457,24,5,1961910,392382.0,0.0,0.0,23.25
1458,113,2,1642129,821064.5,996066.0,13.811569803380578,2.0
1459,54,3,410668,136889.33333333334,0.0,0.0,28.0
1460,12,3,317294,105764.66666666667,0.0,0.0,50.5
1461,17,4,1240775,310193.75,0.0,0.0,27.666666666666668
1463,25,1,27185,27185.0,982135.0,13.797485070619041,999.0
1464,86,1,702595,702595.0,0.0,0.0,999.0
1465,58,2,770099,385049.5,0.0,0.0,49.0
1466,7,2,1285439,642719.5,231867.0,12.353923523208904,43.0
1467,2,1,153583,153583.0,70995.0,11.170378816408236,999.0
1468,3,3,961832,320610.6666666667,223886.0,12.318896739266545,37.5
1469,87,2,131900,65950.0,0.0,0.0,29.0
1471,65,1,306332,306332.0,718377.0,13.484751171893198,999.0
1472,25,7,1530669,218667.0,38644.0,10.562172679540971,14.666666666666666
1473,46,2,541432,270716.0,1182560.0,13.98319298364141,27.0
1474,1,4,858215,214553.75,113632.0,11.640729236042025,34.0
1475,0,3,1291955,430651.6666666667,201623.0,12.214159855712794,52.5
1476,79,1,464684,464684.0,546724.0,13.211701212756523,999.0
1477,15,2,615579,307789.5,487948.0,13.0979661711772,70.0
1478,10,5,906323,181264.6,88475.0,11.390486607777651,25.0
1479,18,1,488102,488102.0,0.0,0.0,999.0
1480,37,5,621270,124254.0,277335.0,12.532985046473623,16.5
1481,28,4,1289762,322440.5,222354.0,12.312030482755947,19.666666666666668
1484,18,2,525678,262839.0,465494.0,13.050856634503011,20.0
1485,0,4,725777,181444.25,338022.0,12.73086921948732,38.666666666666664
1486,29,6,1994927,332487.8333333333,22243.0,10.009827588307454,15.8
1487,107,1,233097,233097.0,0.0,0.0,999.0
1488,86,2,279000,139500.0,65256.0,11.086088599124372,17.0
1489,79,1,16662,16662.0,0.0,0.0,999.0
1490,5,3,613033,204344.33333333334,0.0,0.0,53.5
1491,20,2,931433,465716.5,605916.0,13.314498291974699,93.0
1493,51,2,850168,425084.0,0.0,0.0,32.0
